index,participantcode,participantlabel,payoff_final,sessionlabel,location,task,treatment,id_in_group,round,role,correct,cheat,whistle,group_id,role_group,output_employees,output_firm,surplus_firm,winning_firm,payoff,cheaters,whistlers,payoff_total,payoff_game,belief_cheat,belief_cheat_clean,total_cheaters,belief_whistle,belief_whistle_clean,total_whistlers,payoff_beliefs,morality_manager,morality_employee,morality_public,firm_loyalty,payoff_judgements,risk,payoff_risk,svo,payoff_svo,age,study,gender
277,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,6,1,public,6,0,0,4,public,0,0,0,0,120,0,1,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
278,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,3,2,employee,6,0,0,3,firm,12,24,240,0,180,0,1,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
279,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,6,3,public,6,0,0,4,public,0,0,0,0,120,0,4,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
280,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,3,4,employee,6,0,0,1,firm,12,24,240,0,180,0,4,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
281,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,6,5,public,6,0,0,4,public,0,0,0,0,120,0,2,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
282,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,3,6,employee,6,0,0,2,firm,12,24,240,0,180,0,2,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
283,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,6,7,public,6,0,0,4,public,0,0,0,0,120,0,2,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
284,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,3,8,employee,6,0,0,3,firm,12,24,240,0,180,0,2,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
285,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,6,9,public,6,0,0,4,public,0,0,0,0,120,0,2,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
286,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,3,10,employee,6,0,0,1,firm,12,24,240,0,180,0,2,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
287,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,6,11,public,6,0,0,4,public,0,0,0,0,120,0,2,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
288,2djqabpr,PC08,9.6000004,Session 09,Birmingham,1,Baseline,3,12,employee,6,0,0,2,firm,12,24,240,0,180,0,2,955,600,0,0,0,0,0,26,20,0.25,0.5,0.25,0.25,30,2,220,7.8200002,85,19,Other,Male
373,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,3,1,employee,6,0,1,3,firm,12,24,240,0,180,0,1,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
374,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,6,2,public,6,0,0,4,public,0,0,0,0,120,0,1,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
375,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,3,3,employee,6,0,1,1,firm,12,24,240,0,180,0,4,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
376,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,6,4,public,6,0,0,4,public,0,0,0,0,120,0,4,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
377,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,3,5,employee,6,0,1,2,firm,12,24,240,0,180,0,2,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
378,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,6,6,public,6,0,0,4,public,0,0,0,0,120,0,2,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
379,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,3,7,employee,6,0,1,3,firm,12,24,240,0,180,0,2,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
380,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,6,8,public,5,0,0,4,public,0,0,0,0,100,0,2,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
381,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,3,9,employee,6,0,1,1,firm,12,24,240,0,180,0,2,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
382,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,6,10,public,6,0,0,4,public,0,0,0,0,120,0,2,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
383,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,3,11,employee,6,0,1,2,firm,12,24,240,0,180,0,2,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
384,2nkn210d,PC09,8.8999996,Session 09,Birmingham,1,Baseline,6,12,public,6,0,0,4,public,0,0,0,0,120,0,2,885,600,0.25,0.375,0,0.75,0.72727275,26,0,0,0.5,0,0.5,20,1,180,45,85,22,Other,Male
769,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,3,1,public,6,0,0,4,public,0,0,0,0,120,0,1,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
770,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,2,2,employee,6,0,0,2,firm,12,24,240,0,180,0,1,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
771,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,3,3,public,6,0,0,4,public,0,0,0,0,120,0,4,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
772,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,2,4,employee,6,0,0,3,firm,12,24,240,0,180,0,4,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
773,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,3,5,public,6,0,0,4,public,0,0,0,0,120,0,2,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
774,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,2,6,employee,6,0,0,1,firm,11,22,220,0,175,0,2,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
775,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,3,7,public,6,0,0,4,public,0,0,0,0,120,0,2,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
776,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,2,8,employee,6,0,1,2,firm,12,24,240,0,180,0,2,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
777,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,3,9,public,6,0,0,4,public,0,0,0,0,120,0,2,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
778,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,2,10,employee,6,0,0,3,firm,12,24,240,0,180,0,2,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
779,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,3,11,public,6,0,0,4,public,0,0,0,0,120,0,2,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
780,5nf9qzlf,PC13,10.1,Session 09,Birmingham,1,Baseline,2,12,employee,6,0,1,1,firm,12,24,240,0,180,0,2,1010,600,0.91666669,1.375,0,0.95833331,1.0151515,26,0,1,0.5,0,1,10,4,300,18.940001,100,22,Social Sciences,Male
853,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,3,1,employee,5,0,0,2,firm,11,22,220,0,155,0,1,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
854,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,4,2,public,6,0,0,4,public,0,0,0,0,120,0,1,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
855,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,3,3,employee,6,0,1,3,firm,12,24,240,0,180,0,4,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
856,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,4,4,public,6,0,0,4,public,0,0,0,0,120,0,4,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
857,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,3,5,employee,6,0,0,1,firm,12,24,240,0,180,0,2,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
858,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,4,6,public,6,0,0,4,public,0,0,0,0,120,0,2,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
859,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,3,7,employee,6,0,0,2,firm,12,24,240,0,180,0,2,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
860,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,4,8,public,6,0,0,4,public,0,0,0,0,120,0,2,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
861,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,3,9,employee,6,0,0,3,firm,12,24,240,0,180,0,2,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
862,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,4,10,public,6,0,0,4,public,0,0,0,0,120,0,2,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
863,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,3,11,employee,6,0,0,1,firm,12,24,240,0,180,0,2,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
864,6cupvp83,PC02,8.6000004,Session 09,Birmingham,1,Baseline,4,12,public,6,0,0,4,public,0,0,0,0,120,0,2,860,600,0.77777779,1.1666666,0,0.77777779,0.83333331,26,0,0.25,0.5,0.25,0.5,40,1,120,23.84,100,22,Social Sciences,Female
937,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,4,1,public,6,0,0,4,public,0,0,0,0,120,0,1,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
938,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,3,2,employee,6,0,1,2,firm,12,24,240,0,180,0,1,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
939,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,4,3,public,6,0,0,4,public,0,0,0,0,120,0,4,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
940,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,3,4,employee,6,0,1,3,firm,12,24,240,0,180,0,4,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
941,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,4,5,public,6,0,0,4,public,0,0,0,0,120,0,2,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
942,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,3,6,employee,5,0,0,1,firm,11,22,220,0,155,0,2,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
943,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,4,7,public,6,0,0,4,public,0,0,0,0,120,0,2,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
944,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,3,8,employee,6,0,0,2,firm,12,24,240,0,180,0,2,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
945,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,4,9,public,6,0,0,4,public,0,0,0,0,120,0,2,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
946,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,3,10,employee,6,0,1,3,firm,12,24,240,0,180,0,2,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
947,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,4,11,public,6,0,0,4,public,0,0,0,0,120,0,2,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
948,6tmt700i,PC05,8.3999996,Session 09,Birmingham,1,Baseline,3,12,employee,6,0,0,1,firm,12,24,240,0,180,0,2,835,600,0.083333336,0.125,0,0.083333336,0.045454547,26,20,0.75,0.25,0,0.5,10,1,120,-16.26,85,20,Other,Female
1033,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,1,manager,4,0,0,2,firm,11,22,220,0,230,0,1,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1034,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,2,manager,4,0,0,2,firm,12,24,240,0,240,0,1,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1035,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,3,manager,5,0,0,2,firm,12,24,240,0,240,0,4,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1036,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,4,manager,6,0,0,2,firm,12,24,240,0,240,0,4,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1037,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,5,manager,4,0,0,2,firm,12,24,240,0,240,0,2,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1038,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,6,manager,5,0,0,2,firm,12,24,240,0,240,0,2,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1039,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,7,manager,4,0,0,2,firm,12,24,240,0,240,0,2,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1040,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,8,manager,3,0,0,2,firm,12,24,240,0,240,0,2,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1041,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,9,manager,5,0,0,2,firm,12,24,240,0,240,0,2,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1042,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,10,manager,5,0,0,2,firm,12,24,240,0,240,0,2,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1043,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,11,manager,5,0,0,2,firm,12,24,240,0,240,0,2,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1044,7z0dxws2,PC01,13.1,Session 09,Birmingham,1,Baseline,1,12,manager,3,0,0,2,firm,12,24,240,0,240,0,2,1310,960,0,0,0,0,0,26,20,0.25,0.25,0,1,10,2,220,34.880001,100,37,Social Sciences,Female
1945,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,1,1,public,6,0,0,4,public,0,0,0,0,120,0,1,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1946,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,2,2,employee,6,0,0,1,firm,12,24,240,0,180,0,1,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1947,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,1,3,public,6,0,0,4,public,0,0,0,0,120,0,4,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1948,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,2,4,employee,6,0,1,2,firm,12,24,240,0,180,0,4,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1949,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,1,5,public,6,0,0,4,public,0,0,0,0,120,0,2,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1950,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,2,6,employee,6,0,1,3,firm,12,24,240,0,180,0,2,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1951,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,1,7,public,6,0,0,4,public,0,0,0,0,120,0,2,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1952,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,2,8,employee,6,0,1,1,firm,12,24,240,0,180,0,2,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1953,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,1,9,public,6,0,0,4,public,0,0,0,0,120,0,2,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1954,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,2,10,employee,6,0,1,2,firm,12,24,240,0,180,0,2,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1955,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,1,11,public,6,0,0,4,public,0,0,0,0,120,0,2,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
1956,ex0wrxcy,PC10,7.8000002,Session 09,Birmingham,1,Baseline,2,12,employee,6,0,0,3,firm,12,24,240,0,180,0,2,775,600,0.27777779,0.41666666,0,0.3888889,0.36363637,26,20,0,0.5,0,0.25,10,4,60,37.09,85,19,Natural and Applied Sciences,Male
2125,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,1,manager,5,0,0,1,firm,12,24,240,0,240,0,1,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2126,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,2,manager,4,0,0,1,firm,12,24,240,0,240,0,1,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2127,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,3,manager,5,0,0,1,firm,12,24,240,0,240,0,4,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2128,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,4,manager,6,0,0,1,firm,12,24,240,0,240,0,4,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2129,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,5,manager,4,0,0,1,firm,12,24,240,0,240,0,2,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2130,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,6,manager,5,0,0,1,firm,11,22,220,0,230,0,2,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2131,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,7,manager,3,0,0,1,firm,12,24,240,0,240,0,2,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2132,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,8,manager,6,0,0,1,firm,12,24,240,0,240,0,2,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2133,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,9,manager,6,0,0,1,firm,12,24,240,0,240,0,2,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2134,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,10,manager,6,0,0,1,firm,12,24,240,0,240,0,2,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2135,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,11,manager,6,0,0,1,firm,12,24,240,0,240,0,2,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2136,ghwecilz,PC14,11.9,Session 09,Birmingham,1,Baseline,1,12,manager,6,0,0,1,firm,12,24,240,0,240,0,2,1190,960,0.52777779,0.79166669,0,0.91666669,1,26,0,0.5,0.75,0.25,0.75,10,1,120,7.8200002,100,21,Social Sciences,Female
2149,gqud29wi,PC07,12.5,Session 09,Birmingham,1,Baseline,1,1,manager,4,0,0,3,firm,12,24,240,0,240,0,1,1251,960,0.16666667,0.25,0,0.69444442,0.75757575,26,0,0.25,0.25,0.25,0.75,20,1,180,37.48,91,23,Natural and Applied Sciences,Female
2150,gqud29wi,PC07,12.5,Session 09,Birmingham,1,Baseline,1,2,manager,5,0,0,3,firm,12,24,240,0,240,0,1,1251,960,0.16666667,0.25,0,0.69444442,0.75757575,26,0,0.25,0.25,0.25,0.75,20,1,180,37.48,91,23,Natural and Applied Sciences,Female
2151,gqud29wi,PC07,12.5,Session 09,Birmingham,1,Baseline,1,3,manager,5,0,0,3,firm,12,24,240,0,240,0,4,1251,960,0.16666667,0.25,0,0.69444442,0.75757575,26,0,0.25,0.25,0.25,0.75,20,1,180,37.48,91,23,Natural and Applied Sciences,Female
2152,gqud29wi,PC07,12.5,Session 09,Birmingham,1,Baseline,1,4,manager,5,0,0,3,firm,12,24,240,0,240,0,4,1251,960,0.16666667,0.25,0,0.69444442,0.75757575,26,0,0.25,0.25,0.25,0.75,20,1,180,37.48,91,23,Natural and Applied Sciences,Female
2153,gqud29wi,PC07,12.5,Session 09,Birmingham,1,Baseline,1,5,manager,2,0,0,3,firm,12,12,120,0,180,0,2,1251,960,0.16666667,0.25,0,0.69444442,0.75757575,26,0,0.25,0.25,0.25,0.75,20,1,180,37.48,91,23,Natural and Applied Sciences,Female
