index,participantcode,participantlabel,payoff_final,sessionlabel,location,task,treatment,id_in_group,round,role,correct,cheat,whistle,group_id,role_group,output_employees,output_firm,surplus_firm,winning_firm,payoff,cheaters,whistlers,payoff_total,payoff_game,belief_cheat,belief_cheat_clean,total_cheaters,belief_whistle,belief_whistle_clean,total_whistlers,payoff_beliefs,morality_manager,morality_employee,morality_public,firm_loyalty,payoff_judgements,risk,payoff_risk,svo,payoff_svo,age,study,gender
4816,yclh3omj,PC13,8.6000004,Session 12,Birmingham,1,Baseline,5,4,public,6,0,0,4,public,0,0,0,0,120,0,1,860,600,0.41666666,0.625,0,0.3888889,0.37878788,18,0,0.25,1,0,1,20,0,140,-7.8200002,100,20,Other,Female
4817,yclh3omj,PC13,8.6000004,Session 12,Birmingham,1,Baseline,2,5,employee,6,0,0,2,firm,12,24,240,0,180,0,2,860,600,0.41666666,0.625,0,0.3888889,0.37878788,18,0,0.25,1,0,1,20,0,140,-7.8200002,100,20,Other,Female
4818,yclh3omj,PC13,8.6000004,Session 12,Birmingham,1,Baseline,5,6,public,6,0,0,4,public,0,0,0,0,120,0,1,860,600,0.41666666,0.625,0,0.3888889,0.37878788,18,0,0.25,1,0,1,20,0,140,-7.8200002,100,20,Other,Female
4819,yclh3omj,PC13,8.6000004,Session 12,Birmingham,1,Baseline,2,7,employee,6,0,1,3,firm,12,24,240,0,180,0,3,860,600,0.41666666,0.625,0,0.3888889,0.37878788,18,0,0.25,1,0,1,20,0,140,-7.8200002,100,20,Other,Female
4820,yclh3omj,PC13,8.6000004,Session 12,Birmingham,1,Baseline,5,8,public,6,0,0,4,public,0,0,0,0,120,0,2,860,600,0.41666666,0.625,0,0.3888889,0.37878788,18,0,0.25,1,0,1,20,0,140,-7.8200002,100,20,Other,Female
4821,yclh3omj,PC13,8.6000004,Session 12,Birmingham,1,Baseline,2,9,employee,6,0,0,1,firm,12,24,240,0,180,0,2,860,600,0.41666666,0.625,0,0.3888889,0.37878788,18,0,0.25,1,0,1,20,0,140,-7.8200002,100,20,Other,Female
4822,yclh3omj,PC13,8.6000004,Session 12,Birmingham,1,Baseline,5,10,public,6,0,0,4,public,0,0,0,0,120,0,1,860,600,0.41666666,0.625,0,0.3888889,0.37878788,18,0,0.25,1,0,1,20,0,140,-7.8200002,100,20,Other,Female
4823,yclh3omj,PC13,8.6000004,Session 12,Birmingham,1,Baseline,2,11,employee,6,0,0,2,firm,12,24,240,0,180,0,0,860,600,0.41666666,0.625,0,0.3888889,0.37878788,18,0,0.25,1,0,1,20,0,140,-7.8200002,100,20,Other,Female
4824,yclh3omj,PC13,8.6000004,Session 12,Birmingham,1,Baseline,5,12,public,6,0,0,4,public,0,0,0,0,120,0,0,860,600,0.41666666,0.625,0,0.3888889,0.37878788,18,0,0.25,1,0,1,20,0,140,-7.8200002,100,20,Other,Female
1,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,1,1,public,6,0,0,4,public,0,0,0,0,120,0,2,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
2,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,2,2,employee,6,0,0,1,firm,12,24,240,0,180,0,2,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
3,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,1,3,public,6,0,0,4,public,0,0,0,0,100,1,1,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
4,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,2,4,employee,6,0,0,2,firm,12,24,240,0,180,0,2,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
5,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,1,5,public,6,0,0,4,public,0,0,0,0,120,0,3,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
6,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,2,6,employee,6,0,0,3,firm,12,24,240,0,180,0,2,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
7,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,1,7,public,6,0,0,4,public,0,0,0,0,120,0,0,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
8,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,2,8,employee,6,0,0,1,firm,12,24,240,0,180,0,2,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
9,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,1,9,public,6,0,0,4,public,0,0,0,0,120,0,1,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
10,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,2,10,employee,6,0,0,2,firm,12,24,240,0,180,0,2,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
11,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,1,11,public,6,0,0,4,public,0,0,0,0,120,0,1,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
12,01ihaazc,PC15,8.6999998,Session 13,Birmingham,1,Baseline,2,12,employee,6,0,0,3,firm,12,24,240,0,180,0,2,865,580,0.44444445,0.66666669,1,0.27777779,0.30303031,20,20,0.25,0.5,0,0.75,40,0,140,28.549999,85,19,Social Sciences,Female
613,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,6,1,public,6,0,0,4,public,0,0,0,0,120,0,2,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
614,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,3,2,employee,6,0,0,3,firm,12,24,240,0,180,0,2,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
615,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,6,3,public,6,0,0,4,public,0,0,0,0,100,1,1,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
616,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,3,4,employee,6,0,0,1,firm,12,24,240,0,180,0,2,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
617,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,6,5,public,6,0,0,4,public,0,0,0,0,120,0,3,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
618,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,3,6,employee,6,0,1,2,firm,12,24,240,0,180,0,2,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
619,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,6,7,public,6,0,0,4,public,0,0,0,0,120,0,0,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
620,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,3,8,employee,6,0,0,3,firm,12,24,240,0,180,0,2,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
621,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,6,9,public,6,0,0,4,public,0,0,0,0,120,0,1,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
622,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,3,10,employee,6,0,0,1,firm,12,24,240,0,180,0,2,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
623,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,6,11,public,6,0,0,4,public,0,0,0,0,120,0,1,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
624,4lxreeyj,PC13,8.3999996,Session 13,Birmingham,1,Baseline,3,12,employee,6,0,0,2,firm,12,24,240,0,180,0,2,835,580,0.27777779,0.41666666,1,0.41666666,0.43939394,20,0,0.25,0.5,0.25,0.75,30,0,140,7.8200002,85,24,Social Sciences,Female
1477,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,4,1,public,6,0,0,4,public,0,0,0,0,120,0,2,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1478,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,3,2,employee,6,0,1,2,firm,12,24,240,0,180,0,2,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1479,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,4,3,public,6,0,0,4,public,0,0,0,0,100,1,1,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1480,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,3,4,employee,6,0,1,3,firm,11,22,220,0,175,0,2,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1481,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,4,5,public,6,0,0,4,public,0,0,0,0,120,0,3,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1482,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,3,6,employee,6,0,1,1,firm,12,24,240,0,180,0,2,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1483,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,4,7,public,6,0,0,4,public,0,0,0,0,120,0,0,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1484,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,3,8,employee,6,0,1,2,firm,12,24,240,0,180,0,2,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1485,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,4,9,public,6,0,0,4,public,0,0,0,0,120,0,1,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1486,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,3,10,employee,6,0,1,3,firm,12,24,240,0,180,0,2,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1487,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,4,11,public,6,0,0,4,public,0,0,0,0,120,0,1,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1488,b6nhupvu,PC04,8.3999996,Session 13,Birmingham,1,Baseline,3,12,employee,6,0,1,1,firm,12,12,120,0,150,0,2,836,545,0.083333336,0.125,1,0.69444442,0.66666669,20,20,0,0.25,0.25,1,0,1,180,37.48,91,24,Other,Male
1801,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,2,1,public,6,0,0,4,public,0,0,0,0,120,0,2,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1802,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,3,2,employee,6,0,0,1,firm,12,24,240,0,180,0,2,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1803,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,2,3,public,5,0,0,4,public,0,0,0,0,80,1,1,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1804,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,3,4,employee,6,0,0,2,firm,12,24,240,0,180,0,2,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1805,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,2,5,public,6,0,0,4,public,0,0,0,0,120,0,3,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1806,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,3,6,employee,6,0,0,3,firm,12,24,240,0,180,0,2,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1807,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,2,7,public,6,0,0,4,public,0,0,0,0,120,0,0,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1808,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,3,8,employee,6,0,0,1,firm,12,24,240,0,180,0,2,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1809,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,2,9,public,6,0,0,4,public,0,0,0,0,120,0,1,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1810,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,3,10,employee,6,0,0,2,firm,12,24,240,0,180,0,2,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1811,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,2,11,public,5,0,0,4,public,0,0,0,0,100,0,1,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1812,dyv4ojga,PC08,8.1000004,Session 13,Birmingham,1,Baseline,3,12,employee,6,0,0,3,firm,12,24,240,0,180,0,2,805,540,0.16666667,0.25,1,0.11111111,0.12121212,20,0,0.25,0.5,0,0.75,40,0,140,7.8200002,85,24,Social Sciences,Male
1933,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,5,1,public,6,0,0,4,public,0,0,0,0,120,0,2,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1934,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,2,2,employee,6,0,1,3,firm,12,24,240,0,180,0,2,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1935,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,5,3,public,6,0,0,4,public,0,0,0,0,100,1,1,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1936,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,2,4,employee,6,0,0,1,firm,12,24,240,0,180,0,2,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1937,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,5,5,public,5,0,0,4,public,0,0,0,0,100,0,3,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1938,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,2,6,employee,6,0,0,2,firm,12,24,240,0,180,0,2,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1939,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,5,7,public,6,0,0,4,public,0,0,0,0,120,0,0,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1940,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,2,8,employee,6,0,1,3,firm,12,24,240,0,180,0,2,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1941,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,5,9,public,6,0,0,4,public,0,0,0,0,120,0,1,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1942,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,2,10,employee,6,0,1,1,firm,12,24,240,0,180,0,2,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1943,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,5,11,public,6,0,0,4,public,0,0,0,0,120,0,1,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
1944,evgjfrst,PC11,8.3999996,Session 13,Birmingham,1,Baseline,2,12,employee,6,0,1,2,firm,12,24,240,0,180,0,2,835,580,0.47222221,0.70833331,1,0.55555558,0.54545456,20,0,0.25,0.25,0,0.75,30,0,140,41.040001,85,18,Social Sciences,Female
2329,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,2,1,employee,5,0,1,1,firm,11,11,110,0,128,0,2,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2330,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,1,2,public,5,0,0,4,public,0,0,0,0,100,0,2,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2331,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,2,3,employee,6,0,0,2,firm,12,24,240,0,180,1,1,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2332,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,1,4,public,5,0,0,4,public,0,0,0,0,100,0,2,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2333,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,2,5,employee,6,0,1,3,firm,12,24,240,0,180,0,3,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2334,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,1,6,public,6,0,0,4,public,0,0,0,0,120,0,2,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2335,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,2,7,employee,6,0,0,1,firm,12,12,120,0,150,0,0,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2336,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,1,8,public,6,0,0,4,public,0,0,0,0,120,0,2,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2337,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,2,9,employee,6,0,1,2,firm,12,24,240,0,180,0,1,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2338,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,1,10,public,6,0,0,4,public,0,0,0,0,120,0,2,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2339,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,2,11,employee,6,0,1,3,firm,12,24,240,0,180,0,1,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2340,i2a9wt8e,PC12,7.9000001,Session 13,Birmingham,1,Baseline,1,12,public,6,0,0,4,public,0,0,0,0,120,0,2,790,580,0.16666667,0.25,1,0.625,0.62121212,20,0,0.5,0.25,0.25,0.75,10,2,100,-4.27,100,18,Humanities,Female
2353,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,1,manager,2,0,0,1,firm,11,11,110,0,175,0,2,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2354,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,2,manager,4,0,0,1,firm,12,24,240,0,240,0,2,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2355,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,3,manager,3,0,0,1,firm,12,24,240,0,240,1,1,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2356,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,4,manager,5,0,0,1,firm,12,24,240,0,240,0,2,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2357,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,5,manager,2,0,0,1,firm,12,12,120,0,180,0,3,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2358,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,6,manager,5,0,0,1,firm,12,24,240,0,240,0,2,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2359,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,7,manager,2,0,0,1,firm,12,12,120,0,180,0,0,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2360,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,8,manager,3,0,0,1,firm,12,24,240,0,240,0,2,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2361,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,9,manager,4,0,0,1,firm,12,24,240,0,240,0,1,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2362,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,10,manager,3,0,0,1,firm,12,24,240,0,240,0,2,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2363,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,11,manager,4,0,0,1,firm,12,24,240,0,240,0,1,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2364,i64ear2b,PC14,11.9,Session 13,Birmingham,1,Baseline,1,12,manager,2,0,0,1,firm,12,12,120,0,180,0,2,1190,900,0.27777779,0.41666666,1,0.069444448,0.075757578,20,0,0.5,0.5,0.25,1,10,1,180,22.01,100,20,Other,Female
2377,i7v85ofj,PC01,13.7,Session 13,Birmingham,1,Baseline,1,1,manager,2,0,0,2,firm,12,12,120,0,180,0,2,1370,960,0.1388889,0.16666667,1,0.11111111,0.12121212,20,0,0.5,0.5,0.25,0.5,10,4,300,12.82,100,26,Other,Female
2378,i7v85ofj,PC01,13.7,Session 13,Birmingham,1,Baseline,1,2,manager,3,0,0,2,firm,12,24,240,0,240,0,2,1370,960,0.1388889,0.16666667,1,0.11111111,0.12121212,20,0,0.5,0.5,0.25,0.5,10,4,300,12.82,100,26,Other,Female
2379,i7v85ofj,PC01,13.7,Session 13,Birmingham,1,Baseline,1,3,manager,0,1,0,2,firm,12,24,240,0,240,1,1,1370,960,0.1388889,0.16666667,1,0.11111111,0.12121212,20,0,0.5,0.5,0.25,0.5,10,4,300,12.82,100,26,Other,Female
2380,i7v85ofj,PC01,13.7,Session 13,Birmingham,1,Baseline,1,4,manager,5,0,0,2,firm,12,24,240,0,240,0,2,1370,960,0.1388889,0.16666667,1,0.11111111,0.12121212,20,0,0.5,0.5,0.25,0.5,10,4,300,12.82,100,26,Other,Female
2381,i7v85ofj,PC01,13.7,Session 13,Birmingham,1,Baseline,1,5,manager,3,0,0,2,firm,12,24,240,0,240,0,3,1370,960,0.1388889,0.16666667,1,0.11111111,0.12121212,20,0,0.5,0.5,0.25,0.5,10,4,300,12.82,100,26,Other,Female
